,beta,outbreak_size,system_size,transmissibility,kappa,size_fraction,legend_kappa
242,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
243,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
244,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
245,0.185,142,500,0.2816091954022988,20,0.284,$\kappa = 20$
246,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
247,0.185,205,500,0.2816091954022988,20,0.41,$\kappa = 20$
248,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
249,0.185,193,500,0.2816091954022988,20,0.386,$\kappa = 20$
250,0.185,5,500,0.2816091954022988,20,0.01,$\kappa = 20$
251,0.185,135,500,0.2816091954022988,20,0.27,$\kappa = 20$
252,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
253,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
254,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
255,0.185,3,500,0.2816091954022988,20,0.006,$\kappa = 20$
256,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
257,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
258,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
259,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
260,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
261,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
262,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
263,0.185,163,500,0.2816091954022988,20,0.326,$\kappa = 20$
264,0.185,178,500,0.2816091954022988,20,0.356,$\kappa = 20$
265,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
266,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
267,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
268,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
269,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
270,0.185,4,500,0.2816091954022988,20,0.008,$\kappa = 20$
271,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
272,0.185,2,500,0.2816091954022988,20,0.004,$\kappa = 20$
273,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
274,0.185,1,500,0.2816091954022988,20,0.002,$\kappa = 20$
